"9902_1",0.493334
"9938_8",0.499548
"7080_9",0.503854
"11944_8",0.499838
"5249_1",0.492202
"9599_2",0.49877
"9620_1",0.495615
"11244_1",0.495481
"6841_10",0.506788
"10050_4",0.502781
"10512_9",0.503498
"11327_3",0.492312
"10681_8",0.501603
"808_3",0.5001
"546_7",0.505249
"10765_1",0.493678
"7189_9",0.494053
"6005_9",0.503738
"11915_9",0.502665
"5740_10",0.500656
"7097_10",0.496974
"9573_10",0.502795
"5084_4",0.499372
"12332_7",0.498509
"8154_1",0.492827
"5610_1",0.499026
"5323_9",0.499638
"11034_8",0.500568
"3977_2",0.496569
"12380_7",0.498342
"1737_8",0.499857
"6030_9",0.497528
"5918_7",0.503537
"7061_9",0.499889
"266_8",0.501293
"1375_10",0.500487
"8648_3",0.496475
"10146_10",0.504751
"4578_10",0.501558
"4685_8",0.500985
"11843_9",0.502458
"5467_10",0.506078
"10140_10",0.504217
"7721_8",0.504538
"11208_10",0.496439
"1063_10",0.503981
"8260_10",0.498169
"3182_9",0.503553
"2797_8",0.504329
"7613_2",0.502009
"11624_4",0.49781
"4847_10",0.509229
"10684_7",0.501125
"6312_1",0.499914
"4925_3",0.495764
"4125_1",0.491592
"2394_10",0.507346
"12105_10",0.503301
"7812_1",0.490735
"1061_8",0.504082
"9343_3",0.50075
"7696_10",0.505987
"9355_10",0.506892
"782_9",0.504149
"9882_10",0.505216
"10642_10",0.505694
"7410_2",0.495314
"9591_4",0.497539
"11902_3",0.499524
"3495_7",0.49698
"6733_1",0.488401
"4552_1",0.492998
"6722_1",0.494534
"188_10",0.50292
"5099_10",0.503461
"10313_1",0.492763
"6756_9",0.502389
"6622_2",0.494226
"4807_10",0.50533
"7173_3",0.497209
"11321_8",0.502398
"7909_9",0.502107
"8012_7",0.498028
"8615_4",0.493795
"8117_10",0.500778
"1892_10",0.498604
"4617_1",0.495811
"1893_8",0.500278
"5435_1",0.49277
"162_3",0.493883
"6516_10",0.503059
"11588_7",0.501807
"2006_1",0.491444
"1594_4",0.498936
"1472_1",0.487246
"3647_1",0.499597
"174_7",0.499898
"5539_7",0.497125
"3384_10",0.505392
"3811_4",0.498457
"4079_8",0.501406
"1179_7",0.502305
"3069_9",0.504132
"3769_8",0.502227
"9247_10",0.503924
"10434_1",0.493445
"1147_10",0.503255
"5344_7",0.500992
"8073_10",0.506457
"7833_3",0.495035
"8370_1",0.496044
"9007_8",0.497217
"6624_7",0.499061
"6683_3",0.498158
"12275_7",0.500423
"11927_8",0.499683
"1560_10",0.506188
"1325_9",0.501704
"3548_8",0.500773
"607_1",0.494149
"6702_7",0.498939
"5702_3",0.495043
"11345_8",0.506115
"3428_4",0.500161
"7209_9",0.505211
"8425_8",0.503818
"3087_1",0.498556
"1119_8",0.500205
"5715_3",0.501223
"8645_1",0.495494
"2149_3",0.495275
"10403_10",0.499359
"5628_1",0.495183
"5570_10",0.505122
"1613_3",0.496811
"1454_4",0.502909
"5094_3",0.497146
"7982_1",0.496946
"6894_2",0.499229
"6554_1",0.492499
"4721_3",0.495717
"6904_4",0.49944
"893_8",0.505693
"4605_4",0.50033
"11516_7",0.501953
"11718_7",0.50363
"5956_1",0.493736
"7455_9",0.502484
"6396_4",0.499022
"1223_8",0.499354
"8556_1",0.499996
"6108_8",0.503307
"11690_1",0.490625
"3778_9",0.501126
"3627_4",0.499801
"8256_4",0.498872
"533_1",0.492687
"5235_4",0.495519
"621_2",0.497835
"5365_1",0.497161
"8180_3",0.498908
"7396_7",0.496416
"9776_10",0.502828
"8175_10",0.504624
"3128_1",0.498514
"4606_1",0.498741
"6158_2",0.496479
"3281_10",0.499028
"4723_4",0.496707
"11994_3",0.500112
"7701_1",0.490659
"103_3",0.494431
"8908_10",0.504728
"8876_1",0.49146
"7519_9",0.503499
"12456_8",0.49955
"9514_8",0.499607
"8680_8",0.497614
"12402_10",0.50162
"362_2",0.492843
"9825_7",0.498644
"2913_3",0.498063
"7164_8",0.501184
"11177_7",0.501112
"5707_10",0.506262
"8103_10",0.503084
"6289_1",0.492551
"11754_1",0.498468
"11640_10",0.504402
"9933_7",0.499951
"185_10",0.505907
"242_10",0.508804
"9369_8",0.503801
"7453_10",0.499133
"7514_7",0.498495
"10860_2",0.496495
"8663_8",0.50042
"9108_1",0.496106
"7941_1",0.498895
"10116_1",0.492824
"9841_4",0.499523
"4512_9",0.501704
"4853_2",0.497578
"2664_4",0.502654
"9966_10",0.505756
"5167_2",0.495613
"3894_2",0.495352
"3929_8",0.501473
"7165_10",0.503971
"5451_8",0.498208
"2947_4",0.501872
"4611_10",0.504547
"5807_1",0.495626
"9464_8",0.499333
"3124_10",0.503381
"2705_4",0.501034
"12187_8",0.500838
"12319_10",0.502028
"9874_3",0.497053
"3406_4",0.500076
"2327_10",0.506242
"605_10",0.502959
"8080_4",0.498944
"3074_10",0.502937
"2499_3",0.497019
"1013_1",0.497321
"11535_1",0.49402
"4118_7",0.503087
"10492_8",0.504996
"2129_4",0.497786
"9814_10",0.498841
"10671_9",0.49715
"5980_10",0.504794
"2755_2",0.499683
"5461_2",0.498004
"11979_1",0.49645
"8810_1",0.491532
"852_7",0.502636
"10961_4",0.494978
"7436_4",0.497698
"11281_3",0.500882
"4208_3",0.493938
"8213_10",0.501217
"9851_2",0.496864
"4713_7",0.50242
"9528_1",0.502514
"3595_10",0.504825
"5785_3",0.499994
"10370_3",0.492085
"1980_3",0.498375
"8800_4",0.50081
"4437_3",0.498553
"28_3",0.502485
"12171_1",0.498604
"9359_3",0.499743
"3831_9",0.506117
"10962_7",0.505339
"1500_9",0.503448
"11470_10",0.499027
"11843_3",0.493573
"11200_4",0.500638
"1067_1",0.4931
"3333_1",0.494049
"4487_4",0.503843
"6428_1",0.493328
"575_7",0.495336
"10904_9",0.502095
"11821_2",0.499903
"11605_1",0.495063
"1111_7",0.503903
"10295_1",0.498252
"1146_4",0.494309
"2405_9",0.497094
"11081_10",0.496927
"2201_10",0.506133
"4844_1",0.496041
"11007_8",0.504464
"6535_7",0.501156
"2653_4",0.496937
"8245_10",0.502554
"9951_8",0.502947
"6133_8",0.496919
"10006_2",0.494588
"7350_1",0.49776
"4509_9",0.501307
"948_1",0.488624
"3987_1",0.497416
"2947_10",0.498798
"6041_3",0.495251
"2946_1",0.492772
"11967_4",0.492037
"1185_10",0.505858
"10323_2",0.499283
"11706_2",0.491704
"3663_1",0.492884
"5602_10",0.506777
"4870_10",0.500192
"1994_1",0.496619
"10807_7",0.505668
"6871_3",0.504027
"1175_2",0.496333
"10919_7",0.502521
"8127_10",0.502124
"12497_4",0.499793
"3274_1",0.497918
"2568_3",0.489602
"840_2",0.497844
"5626_10",0.508301
"7561_10",0.505973
"4600_3",0.496441
"3324_9",0.498681
"8899_7",0.502655
"5592_8",0.502398
"12483_4",0.49586
"7874_1",0.491649
"5878_10",0.502482
"4303_9",0.502506
"9421_1",0.495465
"10269_4",0.497878
"10615_2",0.495752
"2634_10",0.50183
"7522_1",0.494103
"9289_10",0.502992
"4636_10",0.501455
"1241_7",0.497967
"9458_9",0.498223
"11690_10",0.504444
"7176_4",0.499196
"6212_10",0.499687
"6319_1",0.495476
"5229_3",0.498736
"466_9",0.504526
"8693_2",0.497006
"2952_10",0.504066
"1128_1",0.494311
"3975_10",0.49888
"11365_10",0.499292
"2074_9",0.503683
"9768_10",0.507541
"4895_1",0.497332
"5726_10",0.50088
"9993_10",0.501456
"11319_2",0.500621
"10561_2",0.500916
"5455_8",0.50271
"10684_3",0.498941
"3652_3",0.500742
"7825_1",0.492
"8806_1",0.493174
"275_10",0.499118
"2246_1",0.496265
"11968_2",0.491965
"2528_1",0.497452
"8491_8",0.501576
"13_1",0.499439
"4530_8",0.504187
"5207_3",0.495265
"11648_10",0.501366
"8260_1",0.493988
"10730_10",0.500227
"10402_3",0.500241
"8077_1",0.489489
"8598_8",0.500479
"2809_3",0.497268
"12490_10",0.50453
"1447_9",0.503536
"1605_3",0.497465
"2311_4",0.492114
"3235_9",0.502939
"5725_10",0.499989
"9025_10",0.501518
"6049_9",0.501059
"4803_10",0.504704
"191_9",0.504052
"420_3",0.501172
"5238_2",0.491321
"1280_9",0.502489
"9408_4",0.499228
"819_1",0.483532
"1656_4",0.498129
"9964_3",0.497849
"10404_4",0.501568
"12369_10",0.506554
"6423_1",0.492513
"9942_8",0.49929
"1519_1",0.497022
"100_10",0.503212
"3216_10",0.504078
"3909_10",0.496677
"5034_7",0.502822
"14_8",0.505665
"5891_3",0.494854
"8496_10",0.504938
"7429_1",0.494689
"9457_1",0.493076
"9602_8",0.499989
"4198_1",0.493597
"154_2",0.494874
"5070_2",0.495507
"4207_8",0.502617
"7758_8",0.507231
"4439_9",0.504569
"12042_1",0.491463
"7244_1",0.490695
"6854_1",0.488345
"11932_10",0.501855
"4151_10",0.503187
"7265_1",0.500134
"10272_7",0.504549
"4256_4",0.500207
"1225_7",0.500303
"956_10",0.502261
"6389_2",0.496885
"1365_4",0.496945
"4752_7",0.502412
"276_10",0.504193
"8766_9",0.503602
"11225_10",0.504742
"6920_1",0.486529
"11536_1",0.492057
"1923_9",0.503957
"11460_10",0.499059
"10054_7",0.503708
"10845_1",0.487557
"10231_4",0.500269
"9430_8",0.504582
"3226_2",0.494196
"4298_3",0.498892
"10635_4",0.49811
"10567_4",0.497313
"5460_10",0.502161
"7310_7",0.502379
"10330_2",0.489866
"5151_9",0.502151
"11_3",0.504121
"1448_8",0.500274
"10130_8",0.503026
"2199_3",0.496401
"1761_10",0.501975
"2782_1",0.49463
"7618_10",0.50424
"85_10",0.50125
"5730_3",0.499336
"3641_1",0.499078
"8190_9",0.507073
"9533_10",0.50708
"9508_1",0.496309
"237_8",0.50656
"3981_7",0.497194
"7194_9",0.50064
"10584_8",0.495735
"248_2",0.492323
"8358_4",0.49497
"1218_1",0.488746
"4191_10",0.498068
"3090_8",0.502181
"11923_2",0.498305
"1640_8",0.502519
"9972_3",0.496141
"11818_4",0.500632
"4350_10",0.503704
"877_10",0.496977
"10017_8",0.500402
"7975_10",0.502693
"8436_1",0.497296
"6024_7",0.498719
"3112_1",0.493374
"951_10",0.497831
"1622_1",0.491221
"191_3",0.502836
"5669_1",0.495357
"1891_4",0.497362
"12173_9",0.49889
"7887_7",0.503082
"3256_10",0.497244
"5419_1",0.490188
"7635_1",0.496629
"8297_2",0.494289
"7137_8",0.501351
"7562_3",0.499596
"9944_1",0.495028
"4288_1",0.49384
"8087_1",0.499171
"4771_10",0.501901
"10482_10",0.503984
"5324_10",0.507926
"3080_1",0.494361
"10923_7",0.501981
"1753_7",0.504436
"317_10",0.501344
"12474_8",0.50109
"773_8",0.508171
"388_1",0.498972
"12141_2",0.498128
"5667_1",0.500401
"1071_9",0.502256
"2897_10",0.50416
"9481_4",0.497759
"12025_1",0.492204
"8879_7",0.499983
"5683_1",0.496097
"7026_1",0.49413
"2439_1",0.496839
"3631_7",0.499356
"1650_9",0.502096
"5378_7",0.504837
"9745_1",0.487484
"11563_8",0.499382
"299_8",0.503442
"9471_2",0.496488
"1866_1",0.493012
"2639_4",0.493312
"5122_1",0.498264
"12341_7",0.500586
"2936_8",0.503565
"8647_10",0.500836
"4255_9",0.504176
"7262_8",0.50021
"8413_10",0.503547
"10080_1",0.494335
"3973_1",0.498617
"8752_9",0.509642
"4018_2",0.496554
"7669_1",0.495983
"10421_4",0.495384
"7854_8",0.502528
"162_8",0.495627
"11614_9",0.499775
"11343_8",0.504128
"1708_7",0.499254
"7115_4",0.496834
"10498_10",0.49756
"2944_8",0.503426
"10474_3",0.498485
"1263_1",0.49642
"1693_4",0.503959
"9600_9",0.498497
"11173_2",0.500076
"3961_2",0.5
"8011_1",0.495445
"7386_8",0.498044
"8787_8",0.502607
"12349_9",0.501452
"1776_4",0.499058
"5885_4",0.500798
"220_4",0.493786
"5547_8",0.504399
"2853_1",0.497594
"2157_2",0.496457
"11667_2",0.49751
"194_7",0.503817
"1633_1",0.493135
"6897_2",0.496362
"11568_2",0.497268
"9219_1",0.495076
"477_8",0.503759
"8980_3",0.500299
"4612_10",0.504476
"8030_10",0.504807
"1846_8",0.505595
"2786_8",0.501986
"2634_1",0.491438
"3110_8",0.501334
"11587_8",0.502107
"11262_8",0.498082
"5680_7",0.498292
"4583_4",0.501472
"1451_1",0.492424
"4244_4",0.499253
"6176_4",0.497043
"8851_10",0.503698
"908_9",0.50312
"7494_9",0.496973
"8061_3",0.499112
"789_1",0.496904
"2374_7",0.503223
"11225_3",0.493498
"4467_4",0.494879
"8516_10",0.498869
"4121_10",0.503089
"10267_7",0.500824
"6040_8",0.501859
"8338_7",0.503839
"2903_7",0.506614
"6662_9",0.504281
"5333_10",0.503035
"7470_4",0.495677
"8813_1",0.496759
"4514_3",0.499527
"9584_7",0.496434
"11706_8",0.503749
"11538_8",0.499343
"4210_1",0.491964
"8984_1",0.491746
"3431_4",0.494009
"4973_10",0.507231
"12260_1",0.493386
"4267_10",0.501644
"9906_9",0.506241
"670_7",0.504402
"6270_3",0.495465
"5164_4",0.494638
"9741_2",0.498569
"3761_8",0.497512
"2651_2",0.498135
"7448_10",0.504275
"7184_9",0.504859
"1313_9",0.503245
"10654_8",0.505607
"7151_1",0.494373
"2320_10",0.49963
"12033_7",0.496189
"6429_1",0.494569
"1420_4",0.502267
"3002_7",0.502265
"1299_1",0.495333
"7897_9",0.500991
"1529_4",0.497435
"9760_2",0.499094
"11318_1",0.487865
"2217_3",0.496968
"11641_2",0.496805
"7238_10",0.501508
"7710_8",0.504992
"12011_8",0.503349
"4495_7",0.504931
"11144_4",0.502018
"5625_2",0.497137
"2926_7",0.498436
"8538_8",0.50087
"8875_10",0.501202
"10881_10",0.499387
"1662_7",0.503367
"4560_9",0.501475
"6714_4",0.492262
"9059_10",0.503609
"6631_10",0.502349
"8520_1",0.485237
"918_4",0.499875
"3102_10",0.500477
"3611_2",0.497049
"8434_10",0.504876
"681_7",0.509541
"7386_4",0.496422
"7566_9",0.498135
"10110_10",0.504092
"10486_10",0.505784
"1492_3",0.497514
"11823_1",0.493547
"2331_9",0.503624
"2200_2",0.495523
"9547_1",0.492999
"785_2",0.493094
"5101_4",0.496544
"5657_10",0.500726
"6902_7",0.499036
"1490_9",0.503012
"7148_9",0.502043
"7387_8",0.500318
"8277_9",0.502928
"6912_7",0.505515
"170_2",0.500886
"7702_10",0.504385
"4393_3",0.49115
"2608_3",0.497104
"4931_8",0.503117
"10589_10",0.498605
"8623_4",0.49728
"6057_2",0.497507
"2704_9",0.504775
"1790_2",0.497219
"12370_1",0.490031
"159_1",0.493443
"343_9",0.504689
"2128_9",0.503575
"11181_8",0.501328
"11775_10",0.501835
"3514_10",0.501564
"6993_2",0.492239
"2866_9",0.496617
"1000_9",0.502488
"11772_7",0.49481
"3355_9",0.499047
"8519_8",0.502496
"7879_3",0.496391
"4332_10",0.498564
"5403_1",0.493571
"1514_7",0.497621
"7904_1",0.49394
"10550_2",0.502441
"11442_10",0.502875
"2821_3",0.49695
"5766_1",0.492965
"8061_9",0.503704
"2166_1",0.492456
"6206_1",0.496369
"11124_2",0.496282
"7625_10",0.499165
"90_9",0.502961
"7959_10",0.501931
"7029_10",0.504015
"779_8",0.506787
"1101_4",0.498702
"11189_4",0.497475
"9790_4",0.499926
"10861_1",0.4965
"5902_2",0.49565
"9545_10",0.499139
"3730_1",0.490121
"4951_9",0.500691
"3295_1",0.49646
"9495_2",0.497748
"2876_1",0.499121
"2796_1",0.492662
"10338_3",0.499147
"10913_7",0.498419
"4685_2",0.491194
"11586_1",0.494498
"4904_7",0.501544
"7110_7",0.5001
"2086_4",0.500307
"7372_7",0.499049
"135_9",0.501896
"7038_3",0.498786
"1119_2",0.493925
"5057_8",0.498558
"3479_10",0.503521
"6489_8",0.504428
"4910_8",0.506046
"5979_10",0.502563
"11304_1",0.49354
"2102_9",0.504928
"8048_1",0.494577
"12153_7",0.501526
"4832_8",0.501596
"3079_9",0.502277
"8254_2",0.493394
"7981_7",0.502397
"611_1",0.49925
"307_10",0.501933
"8861_3",0.490501
"4635_4",0.500652
"6197_7",0.501502
"6739_3",0.49572
"8588_9",0.504965
"8461_7",0.502848
"10089_1",0.494081
"2609_7",0.498671
"1418_3",0.497981
"2661_10",0.503869
"1253_9",0.499567
"8815_9",0.498994
"9867_8",0.501004
"2155_1",0.497299
"12259_4",0.498204
"11224_3",0.499206
"4781_1",0.491626
"4354_9",0.504008
"9629_9",0.502238
"3629_9",0.501631
"6445_10",0.504364
"9526_10",0.502411
"5138_2",0.494746
"349_10",0.502221
"2099_7",0.499176
"4411_1",0.498811
"8127_3",0.494098
"5225_8",0.503028
"7970_3",0.498251
"5688_7",0.498492
"12099_3",0.499103
"6020_4",0.500651
"3892_8",0.500001
"2098_8",0.502876
"4851_7",0.505228
"10967_10",0.501886
"6230_4",0.501782
"2211_2",0.497105
"11978_10",0.501398
"8802_1",0.493814
"11010_3",0.495027
"10083_2",0.497048
"5588_10",0.499115
"958_10",0.498506
"6771_4",0.500356
"6767_9",0.500146
"7302_10",0.507149
"5324_3",0.493435
"7737_10",0.505569
"8603_10",0.502213
"3029_7",0.502136
"8640_2",0.494641
"2139_1",0.489818
"6305_10",0.505301
"6884_7",0.500793
"5534_8",0.50346
"7619_8",0.503471
"10057_8",0.500803
"972_7",0.501819
"6245_8",0.499414
"6627_7",0.505848
"3621_10",0.498477
"2290_4",0.503154
"24_4",0.49861
"5689_1",0.493106
"6497_4",0.49971
"12405_4",0.501119
"11720_7",0.508213
"10088_1",0.48992
"9258_9",0.506229
"354_4",0.502043
"4770_10",0.505798
"1035_3",0.499683
"739_1",0.494437
"6267_7",0.50203
"1562_8",0.503016
"1438_1",0.495818
"281_8",0.505472
"1818_1",0.496804
"3943_3",0.493652
"8116_4",0.500995
"6984_1",0.498734
"5330_4",0.493117
"8821_8",0.506194
"10484_10",0.504545
"1886_4",0.495889
"7943_2",0.497507
"6438_7",0.50374
"8931_10",0.500496
"10538_10",0.500334
"534_10",0.503421
"7329_2",0.495394
"6614_2",0.501468
"710_10",0.500727
"3120_4",0.498163
"9046_1",0.490429
"5638_2",0.49565
"2455_4",0.498044
"2652_3",0.490862
"11006_4",0.502725
"5065_3",0.497246
"9805_10",0.501923
"7092_8",0.504079
"1735_10",0.50176
"3609_1",0.492188
"1201_10",0.502213
"11024_9",0.504706
"3807_10",0.501361
"4483_10",0.495419
"4510_7",0.503903
"8037_1",0.494661
"1760_1",0.495561
"133_8",0.501454
"9039_8",0.502246
"8462_4",0.497281
"2468_10",0.500911
"7684_3",0.497122
"10350_9",0.505964
"1199_10",0.506288
"8560_1",0.48896
"6405_3",0.49572
"1295_1",0.49396
"6420_1",0.497169
"12183_9",0.497648
"11619_1",0.49521
"1415_9",0.500319
"9414_1",0.490319
"7640_4",0.499134
"9211_9",0.500802
"557_9",0.502842
"4501_9",0.502601
"8711_10",0.498012
"2402_1",0.498795
"4586_10",0.498881
"176_3",0.500563
"3545_1",0.496538
"8932_1",0.48687
"5829_10",0.500935
"3409_10",0.505309
"3636_3",0.498752
"12048_7",0.504471
"10468_10",0.504451
"11546_10",0.501518
"9444_10",0.50267
"6275_1",0.493966
"152_4",0.500083
"4767_9",0.501779
"6751_1",0.492706
"10245_4",0.49606
"5407_8",0.502316
"1923_1",0.495588
"515_9",0.497237
"9988_1",0.498482
"5928_8",0.504507
"10163_4",0.498915
"7969_10",0.500059
"1494_4",0.495689
"11211_10",0.504538
"1957_1",0.492596
"8484_7",0.499406
"848_2",0.493268
"5177_1",0.498696
"10667_10",0.502374
"3075_1",0.496826
"9443_10",0.499984
"1572_8",0.500837
"11285_8",0.49786
"3125_1",0.49408
"9265_9",0.505915
"4072_1",0.497601
"6390_2",0.496582
"6496_4",0.500871
"8766_2",0.493732
"7787_10",0.501978
"5897_10",0.506821
"9027_1",0.499723
"1538_2",0.491887
"1220_3",0.493072
"8600_3",0.49928
"11432_2",0.499461
"1424_4",0.500603
"7344_10",0.505457
"10842_1",0.496674
"10332_10",0.504957
"4340_4",0.499269
"4868_4",0.498835
"11216_9",0.503917
"12027_10",0.500214
"6785_7",0.504535
"8773_8",0.505292
"8119_4",0.501458
"10138_10",0.502233
"7197_2",0.493886
"1536_3",0.494304
"9981_7",0.501546
"4753_1",0.496443
"2795_7",0.494862
"6672_4",0.495005
"10805_7",0.499871
"5866_1",0.497655
"570_1",0.488116
"11965_8",0.50176
"3288_1",0.496982
"8135_1",0.49886
"10094_9",0.502658
"5845_10",0.504399
"3570_8",0.499217
"1240_1",0.493354
"231_1",0.490413
"10628_9",0.502524
"3536_1",0.491551
"1852_10",0.502491
"8202_7",0.498774
"5907_7",0.503416
"1759_10",0.503247
"4492_10",0.503533
"4844_7",0.500297
"3189_10",0.502397
"3403_10",0.501905
"5874_2",0.492262
"7809_10",0.503618
"3632_9",0.505733
"11767_2",0.500223
"9925_3",0.497264
"4218_1",0.500686
"12036_7",0.500369
"8973_2",0.49845
"2464_10",0.502039
"4094_1",0.496628
"10592_1",0.495103
"10648_9",0.506104
"3887_10",0.504877
"9092_8",0.502773
"10666_10",0.504167
"8389_10",0.49861
"5281_10",0.502057
"6946_1",0.494596
"1132_1",0.493832
"10052_4",0.496554
"768_10",0.507344
"5432_3",0.494546
"7424_3",0.494896
"2366_2",0.500636
"2865_3",0.497647
"7806_2",0.494137
"8878_3",0.497106
"6298_7",0.507293
"4517_4",0.498004
"12018_10",0.504572
"3662_1",0.49514
"11393_10",0.503325
"2071_10",0.503224
"8217_8",0.502203
"6568_2",0.498188
"3840_10",0.503442
"1666_3",0.497542
"2360_7",0.502082
"5778_4",0.500182
"5341_4",0.499883
"4044_2",0.489692
"2503_3",0.495289
"4095_10",0.50239
"2092_2",0.493627
"2707_3",0.488291
"573_10",0.502538
"6441_7",0.499756
"7565_3",0.493679
"9499_7",0.503386
"657_10",0.511008
"8840_10",0.500733
"1407_4",0.501675
"12453_2",0.500669
"8273_9",0.505314
"8366_7",0.502185
"10643_9",0.498146
"9998_1",0.492928
"1385_1",0.494227
"1354_4",0.49962
"4674_7",0.498851
"3515_4",0.498624
"10426_8",0.500321
"10226_3",0.496694
"10391_4",0.496488
"9968_1",0.495866
"2893_3",0.495124
"2546_9",0.500512
"37_1",0.493514
"1757_10",0.50335
"1569_8",0.504895
"1466_3",0.49595
"7783_1",0.490537
"9506_10",0.5034
"10835_3",0.495185
"2917_9",0.501813
"2495_7",0.504908
"1686_10",0.501049
"2414_7",0.498729
"5318_8",0.503265
"8858_8",0.500666
"8112_1",0.4924
"6532_2",0.494983
"2526_10",0.501813
"11089_7",0.507391
"4297_8",0.505196
"3179_9",0.502311
"5832_10",0.506899
"10539_8",0.497717
"9226_10",0.497092
"9878_1",0.497036
"7940_10",0.504674
"7195_10",0.502117
"2979_1",0.498764
"3597_10",0.508033
"2931_8",0.499337
"8571_10",0.498158
"12148_1",0.490783
"4047_2",0.489761
"6164_10",0.504199
"2214_8",0.50639
"5903_1",0.498528
"7931_9",0.500472
"1205_3",0.497788
"5983_10",0.505758
"10424_7",0.499511
"11032_7",0.499977
"1303_10",0.50365
"10390_1",0.492367
"8349_2",0.497592
"3605_8",0.503526
"12273_1",0.492997
"60_1",0.491481
"3879_9",0.501058
"12431_4",0.497016
"4499_2",0.49595
"5786_10",0.498616
"5521_4",0.502309
"793_8",0.50293
"7948_3",0.496561
"9022_2",0.493555
"11071_1",0.493106
"4991_3",0.499002
"8226_1",0.49633
"8762_3",0.500045
"6918_4",0.500278
"844_10",0.497318
"11503_8",0.497917
"7406_8",0.505416
"7743_1",0.495526
"514_3",0.496494
"10927_9",0.502224
"3731_7",0.503446
"8870_4",0.499509
"11099_10",0.507475
"8456_10",0.502824
"10944_7",0.493304
"7168_3",0.498324
"3378_10",0.497935
"8203_3",0.499634
"5676_1",0.487164
"5061_9",0.504474
"6238_8",0.498982
"1136_8",0.498365
"6234_3",0.496323
"9510_3",0.503395
"9632_7",0.495036
"4357_1",0.494684
"1176_9",0.502773
"10821_8",0.507796
"4143_4",0.496785
"5074_8",0.501101
"11673_1",0.492973
"11072_2",0.49327
"1816_4",0.501522
"3974_7",0.499101
"796_4",0.496104
"8540_2",0.497167
"10959_8",0.503822
"4576_10",0.498875
"7030_1",0.49777
"3340_10",0.501
"3223_3",0.495294
"3030_1",0.498685
"4194_1",0.49147
"11322_1",0.494066
"1785_1",0.496303
"7109_2",0.492699
"4120_1",0.494338
"3024_7",0.498848
"589_2",0.495198
"2480_10",0.500913
"4878_1",0.492488
"571_1",0.500556
"12156_8",0.503466
"7547_9",0.503934
"6577_10",0.506487
"7101_3",0.496452
"1731_3",0.499734
"10424_1",0.496522
"9056_10",0.503401
"11959_3",0.494069
"6952_4",0.494247
"8709_10",0.498524
"4716_10",0.504548
"2393_10",0.505144
"4007_7",0.498687
"1196_2",0.498602
"8483_1",0.497212
"1840_3",0.498044
"6108_1",0.497669
"4621_8",0.500041
"11332_4",0.50446
"8800_10",0.499197
"886_7",0.502624
"6495_8",0.500132
"6193_10",0.499149
"10297_1",0.496279
"4233_1",0.494485
"3121_10",0.503853
"1681_10",0.500399
"5789_1",0.495063
"6446_10",0.509999
"479_9",0.503892
"6401_1",0.4852
"7602_1",0.496178
"10792_1",0.497803
"11436_9",0.50453
"6944_1",0.497913
"6275_9",0.495436
"7314_10",0.505385
"8887_9",0.498863
"1835_8",0.501296
"8403_7",0.502505
"2090_1",0.493553
"12310_1",0.495639
"9795_9",0.501429
"4260_1",0.495568
"3214_4",0.497387
"10974_8",0.499204
"3374_10",0.497015
"2251_2",0.49662
"2325_7",0.500727
"28_9",0.502523
